instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
263,2011-09-20,fall,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,9
264,2011-09-21,fall,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,10
265,2011-09-22,fall,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,11
266,2011-09-23,winter,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,12
267,2011-09-24,winter,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,13
268,2011-09-25,winter,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,14
269,2011-09-26,winter,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,15
270,2011-09-27,winter,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,16
271,2011-09-28,winter,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,17
272,2011-09-29,winter,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,18
273,2011-09-30,winter,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,19
274,2011-10-01,winter,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,20
275,2011-10-02,winter,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,21
276,2011-10-03,winter,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,22
277,2011-10-04,winter,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,23
278,2011-10-05,winter,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0
279,2011-10-06,winter,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,1
280,2011-10-07,winter,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,2
281,2011-10-08,winter,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,3
283,2011-10-10,winter,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,5
284,2011-10-11,winter,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,6
285,2011-10-12,winter,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,7
286,2011-10-13,winter,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,8
287,2011-10-14,winter,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,9
288,2011-10-15,winter,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,10
289,2011-10-16,winter,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,11
290,2011-10-17,winter,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,12
291,2011-10-18,winter,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,13
292,2011-10-19,winter,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,14
293,2011-10-20,winter,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,15
294,2011-10-21,winter,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,16
295,2011-10-22,winter,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,17
296,2011-10-23,winter,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,18
297,2011-10-24,winter,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,19
298,2011-10-25,winter,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,20
299,2011-10-26,winter,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,21
300,2011-10-27,winter,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,22
301,2011-10-28,winter,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,23
302,2011-10-29,winter,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,0
303,2011-10-30,winter,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,1
304,2011-10-31,winter,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,2
305,2011-11-01,winter,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,3
306,2011-11-02,winter,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,5
307,2011-11-03,winter,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,6
308,2011-11-04,winter,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,7
309,2011-11-05,winter,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,8
310,2011-11-06,winter,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,9
311,2011-11-07,winter,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,10
312,2011-11-08,winter,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,11
313,2011-11-09,winter,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,12
314,2011-11-10,winter,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,13
315,2011-11-11,winter,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,14
316,2011-11-12,winter,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,15
317,2011-11-13,winter,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,16
318,2011-11-14,winter,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,17
319,2011-11-15,winter,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,18
320,2011-11-16,winter,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,19
321,2011-11-17,winter,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,20
322,2011-11-18,winter,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,21
323,2011-11-19,winter,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,22
324,2011-11-20,winter,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,23
325,2011-11-21,winter,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,0
326,2011-11-22,winter,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,1
327,2011-11-23,winter,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,2
328,2011-11-24,winter,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,3
329,2011-11-25,winter,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,4
330,2011-11-26,winter,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,5
331,2011-11-27,winter,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,6
332,2011-11-28,winter,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,7
333,2011-11-29,winter,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,8
334,2011-11-30,winter,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,9
335,2011-12-01,winter,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,10
336,2011-12-02,winter,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,11
337,2011-12-03,winter,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,12
338,2011-12-04,winter,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,13
339,2011-12-05,winter,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,14
340,2011-12-06,winter,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,15
341,2011-12-07,winter,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,16
342,2011-12-08,winter,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,17
343,2011-12-09,winter,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,18
344,2011-12-10,winter,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,19
345,2011-12-11,winter,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,20
346,2011-12-12,winter,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,21
347,2011-12-13,winter,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,22
348,2011-12-14,winter,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,23
349,2011-12-15,winter,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0
350,2011-12-16,winter,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,1
351,2011-12-17,winter,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,2
352,2011-12-18,winter,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,3
353,2011-12-19,winter,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,4
354,2011-12-20,winter,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,5
355,2011-12-21,spring,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,6
356,2011-12-22,spring,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,7
357,2011-12-23,spring,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,8
358,2011-12-24,spring,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,9
359,2011-12-25,spring,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,10
360,2011-12-26,spring,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,11
361,2011-12-27,spring,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,12
362,2011-12-28,spring,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,13
363,2011-12-29,spring,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,14
364,2011-12-30,spring,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,15
365,2011-12-31,spring,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,16
366,2012-01-01,spring,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,17
367,2012-01-02,spring,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,18
368,2012-01-03,spring,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,19
369,2012-01-04,spring,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,20
370,2012-01-05,spring,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,21
371,2012-01-06,spring,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,22
372,2012-01-07,spring,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,23
373,2012-01-08,spring,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,0
374,2012-01-09,spring,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,1
375,2012-01-10,spring,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,2
376,2012-01-11,spring,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,3
377,2012-01-12,spring,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,4
378,2012-01-13,spring,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,5
379,2012-01-14,spring,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,6
380,2012-01-15,spring,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,7
381,2012-01-16,spring,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,8
382,2012-01-17,spring,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,9
383,2012-01-18,spring,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,10
384,2012-01-19,spring,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,11
385,2012-01-20,spring,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,12
386,2012-01-21,spring,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,13
387,2012-01-22,spring,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,14
388,2012-01-23,spring,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,15
389,2012-01-24,spring,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,16
390,2012-01-25,spring,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,17
391,2012-01-26,spring,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,18
392,2012-01-27,spring,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,19
393,2012-01-28,spring,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,20
394,2012-01-29,spring,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,21
395,2012-01-30,spring,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,22
396,2012-01-31,spring,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,23
397,2012-02-01,spring,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,12
398,2012-02-02,spring,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,13
399,2012-02-03,spring,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,14
400,2012-02-04,spring,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,15
401,2012-02-05,spring,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,16
402,2012-02-06,spring,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,17
403,2012-02-07,spring,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,18
404,2012-02-08,spring,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,19
405,2012-02-09,spring,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,20
406,2012-02-10,spring,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,21
407,2012-02-11,spring,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,22
408,2012-02-12,spring,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,23
409,2012-02-13,spring,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0
410,2012-02-14,spring,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,1
411,2012-02-15,spring,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,2
412,2012-02-16,spring,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,4
413,2012-02-17,spring,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,5
414,2012-02-18,spring,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,6
415,2012-02-19,spring,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,7
416,2012-02-20,spring,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,8
417,2012-02-21,spring,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,9
418,2012-02-22,spring,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,10
419,2012-02-23,spring,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,11
420,2012-02-24,spring,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,12
421,2012-02-25,spring,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,13
422,2012-02-26,spring,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,14
423,2012-02-27,spring,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,15
424,2012-02-28,spring,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,16
425,2012-02-29,spring,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,17
426,2012-03-01,spring,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,18
427,2012-03-02,spring,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,19
428,2012-03-03,spring,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,20
429,2012-03-04,spring,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,21
430,2012-03-05,spring,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,22
431,2012-03-06,spring,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,23
432,2012-03-07,spring,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,0
433,2012-03-08,spring,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,1
434,2012-03-09,spring,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,2
435,2012-03-10,spring,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,3
436,2012-03-11,spring,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,4
437,2012-03-12,spring,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,5
438,2012-03-13,spring,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,6
439,2012-03-14,spring,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,7
440,2012-03-15,spring,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,8
441,2012-03-16,spring,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,9
443,2012-03-18,spring,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,11
444,2012-03-19,spring,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,12
445,2012-03-20,spring,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,13
446,2012-03-21,summer,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,14
447,2012-03-22,summer,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,15
449,2012-03-24,summer,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,17
450,2012-03-25,summer,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,18
451,2012-03-26,summer,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,19
452,2012-03-27,summer,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,20
453,2012-03-28,summer,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,21
454,2012-03-29,summer,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,22
455,2012-03-30,summer,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,23
458,2012-04-02,summer,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,2
459,2012-04-03,summer,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,3
460,2012-04-04,summer,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,4
461,2012-04-05,summer,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,5
462,2012-04-06,summer,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,6
464,2012-04-08,summer,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,8
465,2012-04-09,summer,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,9
466,2012-04-10,summer,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,10
467,2012-04-11,summer,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,11
468,2012-04-12,summer,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,12
469,2012-04-13,summer,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,13
472,2012-04-16,summer,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,16
473,2012-04-17,summer,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,17
474,2012-04-18,summer,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,18
475,2012-04-19,summer,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,19
476,2012-04-20,summer,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,20
478,2012-04-22,summer,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,22
479,2012-04-23,summer,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,23
480,2012-04-24,summer,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,0
481,2012-04-25,summer,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,1
482,2012-04-26,summer,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,2
483,2012-04-27,summer,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,3
484,2012-04-28,summer,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,4
485,2012-04-29,summer,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,6
486,2012-04-30,summer,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,7
487,2012-05-01,summer,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,8
488,2012-05-02,summer,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,9
489,2012-05-03,summer,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,10
490,2012-05-04,summer,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,11
492,2012-05-06,summer,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,13
493,2012-05-07,summer,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,14
494,2012-05-08,summer,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,15
495,2012-05-09,summer,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,16
496,2012-05-10,summer,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,17
497,2012-05-11,summer,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,18
499,2012-05-13,summer,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,20
500,2012-05-14,summer,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,21
501,2012-05-15,summer,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,22
502,2012-05-16,summer,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,23
503,2012-05-17,summer,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,0
504,2012-05-18,summer,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,1
507,2012-05-21,summer,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,5
508,2012-05-22,summer,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,6
509,2012-05-23,summer,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,7
510,2012-05-24,summer,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,8
511,2012-05-25,summer,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,9
515,2012-05-29,summer,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,13
516,2012-05-30,summer,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,14
517,2012-05-31,summer,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,15
518,2012-06-01,summer,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,16
521,2012-06-04,summer,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,19
522,2012-06-05,summer,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,20
523,2012-06-06,summer,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,21
524,2012-06-07,summer,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,22
525,2012-06-08,summer,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,23
527,2012-06-10,summer,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,1
528,2012-06-11,summer,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,3
529,2012-06-12,summer,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,4
530,2012-06-13,summer,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,5
531,2012-06-14,summer,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,6
532,2012-06-15,summer,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,7
535,2012-06-18,summer,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,10
536,2012-06-19,summer,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,11
537,2012-06-20,summer,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,12
538,2012-06-21,fall,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,13
539,2012-06-22,fall,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,14
542,2012-06-25,fall,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,17
